10:48:30	 
 EMG:195
10:48:30	 EMG:115
10:48:30	 EMG:65
10:48:30	 EMG:38
10:48:30	 EMG:20
10:48:30	 EMG:38
10:48:30	 EMG:71
10:48:30	 EMG:68
10:48:30	 EMG:155
10:48:30	 EMG:69
10:48:30	 EMG:102
10:48:30	 EMG:175
10:48:30	 EMG:550
10:48:30	285
10:48:30	 EMG:195
10:48:30	 EMG:115
10:48:30	 EMG:65
10:48:30	 EMG:38
10:48:30	 EMG:20
10:48:30	 EMG:38
10:48:30	 EMG:71
10:48:30	 EMG:68
10:48:30	 EMG:155
10:48:30	 EMG:69
10:48:30	 EMG:102
10:48:30	 EMG:175
10:48:30	 EMG:550
10:48:31	 EMG:200
10:48:31	 EMG:121
10:48:31	 EMG:89
10:48:31	 EMG:85
10:48:31	 EMG:65
10:48:31	 EMG:37
10:48:31	 EMG:33
10:48:31	 EMG:65
10:48:32	 EMG:50
10:48:32	 EMG:44
10:48:32	 EMG:34
10:48:32	 EMG:38
10:48:32	 EMG:35
10:48:32	 EMG:38
10:48:32	 EMG:36
10:48:32	 EMG:32
10:48:32	 EMG:29
10:48:32	 EMG:27
10:48:33	 EMG:21
10:48:33	 EMG:28
10:48:33	 EMG:32
10:48:33	 EMG:33
10:48:33	 EMG:22
10:48:33	 EMG:23
10:48:33	 EMG:26
10:48:33	 EMG:24
10:48:33	 EMG:17
10:48:33	 EMG:23
10:48:34	 EMG:26
10:48:34	 EMG:24
10:48:34	 EMG:23
10:48:34	 EMG:24
10:48:34	 EMG:25
10:48:34	 EMG:20
10:48:34	 EMG:23
10:48:34	 EMG:24
10:48:34	 EMG:18
10:48:34	 EMG:22
10:48:35	 EMG:22
10:48:35	 EMG:17
10:48:35	 EMG:19
10:48:35	 EMG:22
10:48:35	 EMG:22
10:48:35	 EMG:23
10:48:35	 EMG:18
10:48:35	 EMG:19
10:48:35	 EMG:21
10:48:35	 EMG:31
10:48:36	 EMG:26
10:48:36	 EMG:24
10:48:36	 EMG:26
10:48:36	 EMG:29
10:48:36	 EMG:22
10:48:36	 EMG:21
10:48:36	 EMG:18
10:48:36	 EMG:23
10:48:36	 EMG:25
10:48:36	 EMG:28
10:48:37	 EMG:24
10:48:37	 EMG:18
10:48:37	 EMG:20
10:48:37	 EMG:21
10:48:37	 EMG:18
10:48:37	 EMG:18
10:48:37	 EMG:21
10:48:37	 EMG:20
10:48:37	 EMG:13
10:48:37	 EMG:19
10:48:38	 EMG:19
10:48:38	 EMG:22
10:48:38	 EMG:27
10:48:38	 EMG:16
10:48:38	 EMG:17
10:48:38	 EMG:16
10:48:38	 EMG:18
10:48:38	 EMG:23
10:48:38	 EMG:25
10:48:39	 EMG:23
10:48:39	 EMG:25
10:48:39	 EMG:33
10:48:39	 EMG:29
10:48:39	 EMG:30
10:48:39	 EMG:24
10:48:39	 EMG:27
10:48:39	 EMG:21
10:48:39	 EMG:21
10:48:39	 EMG:24
10:48:40	 EMG:27
10:48:40	 EMG:31
10:48:40	 EMG:28
10:48:40	 EMG:25
10:48:40	 EMG:31
10:48:40	 EMG:28
10:48:40	 EMG:23
10:48:40	 EMG:23
10:48:40	 EMG:23
10:48:40	 EMG:24
10:48:40	 EMG:22
10:48:41	 EMG:20
10:48:41	 EMG:23
10:48:41	 EMG:26
10:48:41	 EMG:18
10:48:41	 EMG:22
10:48:41	 EMG:26
10:48:41	 EMG:22
10:48:41	 EMG:26
10:48:41	 EMG:29
10:48:41	 EMG:24
10:48:42	 EMG:21
10:48:42	 EMG:23
10:48:42	 EMG:23
10:48:42	 EMG:32
10:48:42	 EMG:24
10:48:42	 EMG:23
10:48:42	 EMG:30
10:48:42	 EMG:29
10:48:42	 EMG:26
10:48:42	 EMG:23
10:48:43	 EMG:19
10:48:43	 EMG:20
10:48:43	 EMG:18
10:48:43	 EMG:24
10:48:43	 EMG:20
10:48:43	 EMG:18
10:48:43	 EMG:32
10:48:43	 EMG:26
10:48:43	 EMG:24
10:48:43	 EMG:19
10:48:44	 EMG:18
10:48:44	 EMG:19
10:48:44	 EMG:23
10:48:44	 EMG:19
10:48:44	 EMG:16
10:48:44	 EMG:18
10:48:44	 EMG:22
10:48:44	 EMG:18
10:48:44	 EMG:18
10:48:45	 EMG:16
10:48:45	 EMG:17
10:48:45	 EMG:17
10:48:45	 EMG:22
10:48:45	 EMG:19
10:48:45	 EMG:21
10:48:45	 EMG:21
10:48:45	 EMG:24
